Date,Key,GroceryAndPharmacy,TransitStations,Parks,Workplaces,RetailAndRecreation,Residential
2020-03-23,CA,-13,-63,-24,-52,-46,20
2020-03-23,CH,-20,-59,-17,-46,-68,22
2020-03-23,CI,-6,-19,-7,-12,-17,10
2020-03-23,CL,-38,-56,-61,-41,-63,24
2020-03-23,CM,-10,-13,-18,-11,-17,7
2020-03-23,CO,-63,-81,-75,-79,-84,36
2020-03-23,CR,-32,-54,-54,-35,-50,19
2020-03-23,CV,-18,-46,-41,-28,-34,13
2020-03-23,CZ,-21,-60,-26,-44,-64,21
2020-03-23,DE,-16,-56,-3,-41,-57,17
2020-03-23,DK,-20,-60,55,-55,-36,19
2020-03-23,DO,-42,-78,-61,-68,-69,30
2020-03-23,EC,-64,-83,-78,-81,-83,38
2020-03-23,EE,-18,-43,25,-46,-41,18
2020-03-23,EG,-24,-48,-39,-27,-46,14
2020-03-23,ES,-47,-81,-78,-65,-85,28
2020-03-23,FI,-15,-54,33,-46,-41,15
2020-03-23,FJ,-9,-26,3,-8,-19,9
2020-03-23,FR,-41,-82,-64,-73,-81,32
2020-03-23,GA,-27,-43,-24,-25,-35,17
2020-03-23,GB,-10,-54,-1,-47,-49,18
2020-03-23,GE,-31,-47,-13,-52,-59,18
2020-03-23,GH,-18,-29,-17,-21,-23,13
2020-03-23,GR,-27,-74,-61,-57,-77,25
2020-03-23,GT,-46,-76,-54,-59,-68,31
2020-03-23,HK,0,-32,-11,-17,-25,14
2020-03-23,HN,-64,-75,-57,-72,-82,29
2020-03-23,HR,-40,-78,-53,-59,-74,22
2020-03-23,HT,-24,-41,-20,-31,-28,11
2020-03-23,HU,-26,-58,-49,-46,-54,21
2020-03-23,ID,-12,-41,-25,-27,-27,13
2020-03-23,IE,-17,-61,8,-51,-49,22
2020-03-23,IL,-13,-52,-34,-55,-61,28
2020-03-23,IN,-30,-54,-36,-52,-56,21
2020-03-23,IQ,-42,-63,-45,-56,-67,19
2020-03-23,IT,-46,-81,-81,-68,-80,32
2020-03-23,JM,-23,-36,-43,-35,-35,18
2020-03-23,JO,-82,-91,-73,-82,-90,32
2020-03-23,JP,1,-13,11,-3,-4,3
2020-03-23,KE,-12,-20,-20,-25,-24,14
2020-03-23,KG,-36,-39,-19,-48,-51,14
2020-03-23,KH,-21,-48,-26,-18,-35,11
2020-03-23,KR,5,-13,46,-5,-15,7
2020-03-23,KW,-30,-50,-51,-41,-55,23
2020-03-23,KZ,-24,-31,-13,-61,-39,17
2020-03-23,LA,-8,-22,-6,-11,-20,6
2020-03-23,LB,-42,-81,-55,-65,-69,21
2020-03-23,LK,-62,-63,-40,-74,-77,41
2020-03-23,LT,-22,-54,25,-51,-62,20
2020-03-23,LU,-35,-74,-48,-75,-80,35
2020-03-23,LV,-17,-40,10,-39,-34,15
2020-03-23,LY,-15,-45,-23,-28,-38,13
2020-03-23,MD,-36,-60,-40,-51,-58,20
2020-03-23,MK,-31,-64,-52,-45,-66,22
2020-03-23,ML,-3,-16,6,-2,-3,4
2020-03-23,MM,0,-5,0,-1,-6,4
2020-03-23,MN,1,-14,-3,-9,-15,5
2020-03-23,MT,-26,-52,-47,-51,-64,24
2020-03-23,MU,-64,-85,-83,-84,-84,36
2020-03-23,MX,-14,-37,-31,-30,-32,13
2020-03-23,MY,-49,-78,-57,-69,-78,38
2020-03-23,MZ,-2,-14,-15,7,-11,4
2020-03-23,NA,-9,-31,-14,-14,-17,8
2020-03-23,NE,-4,-24,-14,-12,-12,5
2020-03-23,NG,-2,-12,-14,-11,-13,7
2020-03-23,NI,-15,-25,-20,-9,-29,8
2020-03-23,NL,-9,-65,7,-50,-38,18
2020-03-23,NO,-14,-58,-2,-52,-42,20
2020-03-23,NP,-17,-30,-23,-36,-38,11
2020-03-23,NZ,27,-37,-50,0,-13,8
2020-03-23,OM,-16,-54,-38,-21,-38,12
2020-03-23,PA,-39,-62,-56,-55,-64,31
2020-03-23,PE,-61,-84,-73,-76,-82,40
2020-03-23,PG,21,-2,-8,6,-7,2
2020-03-23,PH,-50,-81,-45,-69,-75,33
2020-03-23,PK,-40,-45,-30,-67,-60,22
2020-03-23,PL,-26,-59,-36,-41,-53,18
2020-03-23,PR,-38,-71,-63,-59,-70,26
2020-03-23,PT,-42,-74,-59,-62,-74,32
2020-03-23,PY,-50,-75,-64,-57,-69,30
2020-03-23,QA,-24,-48,-37,-27,-49,20
2020-03-23,RO,-38,-61,-51,-47,-63,19
2020-03-23,RW,-46,-68,-1,-58,-53,26
2020-03-23,SA,-25,-72,-51,-42,-57,21
2020-03-23,SE,-8,-38,10,-27,-25,11
2020-03-23,SG,-2,-24,-21,-12,-15,12
2020-03-23,SI,-40,-67,-48,-57,-75,27
2020-03-23,SK,-25,-65,-42,-50,-69,22
2020-03-23,SN,-17,-37,-20,-27,-31,13
2020-03-23,SV,-50,-69,-67,-66,-76,34
2020-03-23,TG,-12,-27,-10,-15,-24,14
2020-03-23,TH,-10,-39,-29,-20,-32,11
2020-03-23,TJ,-16,-26,-11,-32,-21,4
2020-03-23,TR,-14,-49,-33,-38,-52,17
2020-03-23,TT,-9,-49,-29,-33,-32,16
2020-03-23,TW,4,-19,-9,9,-12,3
2020-03-23,TZ,-3,-6,-5,-11,-13,5
2020-03-23,UG,-4,-21,-8,-5,-16,8
2020-03-23,US,-10,-47,-21,-42,-38,17
2020-03-23,US_AK,-11,-37,23,-36,-36,15
2020-03-23,US_AL,-6,-21,-9,-33,-33,14
2020-03-23,US_AR,-7,-18,22,-32,-29,13
2020-03-23,US_AZ,-10,-33,-3,-37,-31,14
2020-03-23,US_CA,-18,-52,-28,-49,-41,21
2020-03-23,US_CO,-4,-47,21,-42,-32,16
2020-03-23,US_CT,-23,-52,-37,-45,-47,21
2020-03-23,US_DE,-11,-49,-37,-40,-32,17
2020-03-23,US_FL,-12,-46,-33,-37,-37,15
2020-03-23,US_GA,-6,-43,-37,-38,-35,17
2020-03-23,US_HI,-16,-45,-59,-36,-39,17
2020-03-23,US_IA,-3,-19,25,-32,-39,15
2020-03-23,US_ID,1,-19,46,-31,-24,10
2020-03-23,US_IL,-21,-55,-27,-50,-50,21
2020-03-23,US_IN,2,-21,7,-35,-30,15
2020-03-23,US_KS,2,-16,32,-32,-29,13
2020-03-23,US_KY,-4,-25,18,-35,-31,14
2020-03-23,US_LA,-6,-38,-21,-35,-36,15
2020-03-23,US_MA,-13,-66,-29,-50,-42,22
2020-03-23,US_MD,-15,-56,-35,-46,-36,21
2020-03-23,US_ME,-10,-38,-6,-37,-38,15
2020-03-23,US_MI,6,-41,0,-45,-37,18
2020-03-23,US_MN,-12,-52,34,-40,-39,18
2020-03-23,US_MO,0,-31,0,-36,-34,15
2020-03-23,US_MS,-1,-18,5,-30,-26,12
2020-03-23,US_MT,-6,-24,28,-31,-32,11
2020-03-23,US_NC,-4,-41,-16,-33,-32,14
2020-03-23,US_ND,-7,-23,17,-28,-38,14
2020-03-23,US_NE,-5,-17,34,-31,-30,14
2020-03-23,US_NH,-11,-38,-17,-40,-38,18
2020-03-23,US_NJ,-32,-66,-43,-55,-55,26
2020-03-23,US_NM,10,-20,4,-37,-27,13
2020-03-23,US_NV,-16,-54,-37,-48,-41,18
2020-03-23,US_NY,-34,-69,-57,-57,-61,26
2020-03-23,US_OH,-4,-27,0,-40,-35,16
2020-03-23,US_OK,-3,-16,6,-31,-28,13
2020-03-23,US_OR,-12,-41,-6,-42,-39,15
2020-03-23,US_PA,-24,-57,-44,-50,-49,21
2020-03-23,US_RI,-16,-58,-10,-41,-41,18
2020-03-23,US_SC,-7,-25,-22,-30,-34,14
2020-03-23,US_SD,6,-17,47,-24,-24,11
2020-03-23,US_TN,-3,-28,-18,-34,-33,15
2020-03-23,US_TX,-3,-34,-12,-37,-31,16
2020-03-23,US_UT,-2,-37,20,-39,-31,15
2020-03-23,US_VA,-10,-49,-21,-40,-33,18
2020-03-23,US_VT,-23,-45,-26,-44,-44,18
2020-03-23,US_WA,-9,-50,-4,-45,-37,17
2020-03-23,US_WI,-5,-34,27,-37,-38,16
2020-03-23,US_WV,-6,-25,-18,-34,-34,14
2020-03-23,US_WY,3,-5,30,-31,-28,11
2020-03-23,UY,-31,-53,-68,-34,-58,19
2020-03-23,VE,-41,-65,-53,-57,-64,22
2020-03-23,VN,-12,-29,-16,5,-24,9
2020-03-23,YE,2,-10,-6,-3,-6,3
2020-03-23,ZA,-1,-32,-15,-21,-18,11
2020-03-23,ZM,-6,-12,-4,-2,-8,5
2020-03-23,ZW,10,-17,-9,3,-5,6
2020-03-24,AE,-7,-54,-44,-28,-41,17
2020-03-24,AF,0,-19,-1,-6,-16,4
2020-03-24,AG,-8,-31,-30,-28,-28,17
2020-03-24,AO,-7,-37,-21,-15,-26,13
2020-03-24,AR,-62,-84,-87,-78,-87,31
2020-03-24,AT,-32,-71,-46,-61,-80,26
2020-03-24,AU,4,-45,-30,-19,-30,13
2020-03-24,AW,-21,-57,-50,-51,-56,26
2020-03-24,BA,-40,-68,-45,-53,-73,22
2020-03-24,BB,-6,-36,-32,-29,-26,14
2020-03-24,BD,-11,-24,-15,-22,-37,10
2020-03-24,BE,-22,-69,-9,-66,-74,27
2020-03-24,BF,-10,-35,-14,-19,-25,18
2020-03-24,BG,-39,-65,-58,-51,-67,23
2020-03-24,BH,-8,-33,-39,-19,-33,13
2020-03-24,BJ,-5,-14,1,-5,-17,5
2020-03-24,BO,-72,-83,-79,-78,-85,38
2020-03-24,BR,-33,-63,-62,-51,-71,22
2020-03-24,BS,-28,-57,-48,-63,-69,31
2020-03-24,BW,7,-11,-3,-7,-2,6
2020-03-24,BY,6,-6,8,-2,-5,3
2020-03-24,BZ,-16,-55,-34,-43,-42,17
2020-03-24,CA,-16,-64,-9,-55,-50,22
2020-03-24,CH,-19,-58,-7,-49,-69,24
2020-03-24,CI,-8,-22,-11,-16,-23,13
2020-03-24,CL,-38,-57,-61,-44,-64,25
2020-03-24,CM,-15,-18,-21,-15,-23,10
2020-03-24,CO,-43,-67,-62,-63,-72,29
2020-03-24,CR,-35,-56,-58,-38,-53,20
2020-03-24,CV,-26,-49,-42,-33,-39,14
2020-03-24,CZ,-20,-59,-17,-45,-64,21
2020-03-24,DE,-18,-56,9,-43,-59,18
2020-03-24,DK,-18,-60,62,-55,-36,19
2020-03-24,DO,-51,-80,-63,-72,-74,30
2020-03-24,EC,-64,-83,-78,-82,-83,38
2020-03-24,EE,-19,-44,12,-48,-43,19
2020-03-24,EG,-19,-48,-40,-32,-46,15
2020-03-24,ES,-50,-81,-79,-67,-87,29
2020-03-24,FI,-15,-54,37,-47,-43,16
2020-03-24,FJ,-8,-26,-1,-10,-18,11
2020-03-24,FR,-45,-82,-65,-74,-83,34
2020-03-24,GA,-26,-42,-21,-28,-37,17
2020-03-24,GB,-24,-65,-14,-59,-71,24
2020-03-24,GE,-30,-49,-19,-55,-59,18
2020-03-24,GH,-13,-27,-18,-21,-23,14
2020-03-24,GR,-20,-74,-60,-61,-77,26
2020-03-24,GT,-47,-76,-53,-60,-68,31
2020-03-24,HK,-3,-34,-12,-19,-27,16
2020-03-24,HN,-65,-76,-57,-73,-82,29
2020-03-24,HR,-50,-82,-60,-63,-80,27
2020-03-24,HT,-26,-43,-20,-33,-32,11
2020-03-24,HU,-25,-57,-39,-48,-54,22
2020-03-24,ID,-12,-43,-27,-34,-30,14
2020-03-24,IE,-10,-62,11,-53,-52,22
2020-03-24,IL,-11,-54,-44,-56,-62,28
2020-03-24,IN,-50,-65,-45,-66,-69,26
2020-03-24,IQ,-42,-62,-46,-56,-66,20
2020-03-24,IT,-48,-81,-80,-69,-82,33
2020-03-24,JM,-22,-37,-45,-37,-36,18
2020-03-24,JO,-63,-88,-64,-78,-80,29
2020-03-24,JP,4,-13,16,-4,0,4
2020-03-24,KE,-15,-22,-24,-30,-28,17
2020-03-24,KG,-35,-42,-20,-53,-54,16
2020-03-24,KH,-22,-50,-28,-20,-36,11
2020-03-24,KR,0,-13,43,-6,-16,6
2020-03-24,KW,-28,-51,-49,-41,-54,23
2020-03-24,KZ,-22,-29,-12,-58,-37,16
2020-03-24,LA,-7,-25,-6,-12,-25,6
2020-03-24,LB,-40,-81,-54,-65,-68,21
2020-03-24,LK,-37,-59,-37,-73,-67,35
2020-03-24,LT,-23,-55,29,-53,-63,21
2020-03-24,LU,-38,-73,-44,-76,-81,35
2020-03-24,LV,-15,-39,18,-40,-34,15
2020-03-24,LY,-9,-44,-20,-31,-36,12
2020-03-24,MD,-37,-61,-42,-53,-59,21
2020-03-24,MK,-31,-64,-47,-53,-66,23
2020-03-24,ML,-5,-15,8,-3,-5,4
2020-03-24,MM,12,-4,-2,-6,-9,4
2020-03-24,MN,-1,-17,-14,-9,-19,6
2020-03-24,MT,-29,-54,-54,-53,-65,25
2020-03-24,MU,-75,-90,-83,-88,-88,38
2020-03-24,MX,-16,-41,-33,-34,-35,14
2020-03-24,MY,-47,-78,-57,-68,-77,37
2020-03-24,MZ,-6,-15,-16,0,-15,6
2020-03-24,NA,-2,-27,-16,-14,-14,9
2020-03-24,NE,-3,-22,-14,-13,-14,6
2020-03-24,NG,-4,-15,-20,-21,-19,11
2020-03-24,NI,-19,-27,-21,-13,-33,9
2020-03-24,NL,-10,-65,25,-52,-43,20
2020-03-24,NO,-14,-59,-7,-52,-45,20
2020-03-24,NP,-61,-64,-48,-70,-72,23
2020-03-24,NZ,11,-52,-52,-34,-22,16
2020-03-24,OM,-22,-58,-42,-29,-47,15
2020-03-24,PA,-48,-68,-63,-62,-71,34
2020-03-24,PE,-61,-85,-74,-76,-83,40
2020-03-24,PG,-11,-41,-12,-19,-26,11
2020-03-24,PH,-51,-81,-47,-71,-76,33
2020-03-24,PK,-48,-52,-36,-59,-66,21
2020-03-24,PL,-22,-59,-30,-42,-53,19
2020-03-24,PR,-39,-72,-63,-59,-70,28
2020-03-24,PT,-40,-74,-60,-63,-74,33
2020-03-24,PY,-53,-76,-66,-61,-72,31
2020-03-24,QA,-23,-48,-37,-29,-49,20
2020-03-24,RO,-32,-61,-50,-50,-63,19
2020-03-24,RW,-56,-71,-5,-63,-58,29
2020-03-24,SA,-22,-73,-51,-43,-55,22
2020-03-24,SE,-6,-37,23,-28,-25,11
2020-03-24,SG,3,-24,-10,-13,-13,12
2020-03-24,SI,-47,-69,-55,-58,-78,28
2020-03-24,SK,-26,-63,-26,-51,-69,21
2020-03-24,SN,-29,-45,-23,-32,-41,17
2020-03-24,SV,-54,-70,-68,-68,-78,34
2020-03-24,TG,-17,-30,-9,-19,-27,16
2020-03-24,TH,-8,-42,-32,-23,-35,12
2020-03-24,TJ,-16,-25,-14,-30,-21,3
2020-03-24,TR,-21,-54,-39,-43,-57,18
2020-03-24,TT,-9,-51,-31,-35,-34,17
2020-03-24,TW,3,-19,-5,12,-13,2
2020-03-24,TZ,-2,-6,-5,-12,-12,5
2020-03-24,UG,-2,-26,-10,-11,-19,9
2020-03-24,US,-12,-46,-10,-45,-39,19
2020-03-24,US_AK,-12,-39,16,-39,-37,16
2020-03-24,US_AL,-5,-18,7,-34,-31,14
2020-03-24,US_AR,-8,-17,59,-35,-29,13
2020-03-24,US_AZ,-9,-31,0,-39,-32,15
2020-03-24,US_CA,-18,-52,-31,-50,-42,22
2020-03-24,US_CO,-8,-47,36,-47,-35,18
2020-03-24,US_CT,-16,-47,13,-48,-43,21
2020-03-24,US_DE,-22,-47,16,-44,-43,19
2020-03-24,US_FL,-12,-46,-33,-39,-38,17
2020-03-24,US_GA,-6,-40,-18,-41,-35,18
2020-03-24,US_HI,-23,-51,-62,-43,-46,21
2020-03-24,US_IA,-4,-17,53,-36,-41,16
2020-03-24,US_ID,1,-15,36,-36,-26,13
2020-03-24,US_IL,-16,-52,-7,-50,-46,22
2020-03-24,US_IN,-4,-20,17,-40,-35,16
2020-03-24,US_KS,-6,-15,54,-38,-36,16
2020-03-24,US_KY,-11,-25,8,-38,-38,16
2020-03-24,US_LA,-14,-36,-18,-42,-42,18
2020-03-24,US_MA,-21,-68,-4,-55,-49,24
2020-03-24,US_MD,-18,-52,22,-49,-38,21
2020-03-24,US_ME,-16,-40,0,-42,-42,18
2020-03-24,US_MI,-28,-50,10,-57,-59,24
2020-03-24,US_MN,-14,-50,18,-42,-41,20
2020-03-24,US_MO,-13,-32,-9,-42,-42,18
2020-03-24,US_MS,-4,-13,11,-32,-28,13
2020-03-24,US_MT,-6,-22,12,-35,-35,13
2020-03-24,US_NC,-3,-38,-6,-34,-31,15
2020-03-24,US_ND,-9,-18,3,-31,-40,16
2020-03-24,US_NE,-7,-14,70,-33,-31,15
2020-03-24,US_NH,-16,-36,-7,-45,-42,21
2020-03-24,US_NJ,-19,-60,25,-56,-46,25
2020-03-24,US_NM,-8,-19,3,-43,-39,17
2020-03-24,US_NV,-14,-51,-37,-50,-40,19
2020-03-24,US_NY,-18,-64,-19,-56,-54,25
2020-03-24,US_OH,-25,-31,21,-47,-50,20
2020-03-24,US_OK,2,-13,53,-34,-24,13
2020-03-24,US_OR,-19,-44,-14,-47,-47,18
2020-03-24,US_PA,-19,-52,5,-51,-45,21
2020-03-24,US_RI,-14,-55,57,-44,-40,19
2020-03-24,US_SC,-8,-23,-25,-33,-35,16
2020-03-24,US_SD,3,-13,42,-28,-29,13
2020-03-24,US_TN,-9,-29,-22,-38,-38,17
2020-03-24,US_TX,-2,-33,-3,-41,-31,17
2020-03-24,US_UT,-4,-39,25,-41,-33,17
2020-03-24,US_VA,-8,-44,23,-43,-32,18
2020-03-24,US_VT,-20,-40,-12,-47,-45,20
2020-03-24,US_WA,-13,-52,-2,-49,-41,20
2020-03-24,US_WI,-17,-35,43,-41,-47,19
2020-03-24,US_WV,-13,-23,3,-38,-37,13
2020-03-24,US_WY,-1,-9,10,-33,-32,13
2020-03-24,UY,-38,-56,-69,-38,-62,19
2020-03-24,VE,-41,-66,-54,-60,-65,23
2020-03-24,VN,-12,-29,-18,5,-27,9
2020-03-24,YE,-3,-12,-8,-6,-11,4
2020-03-24,ZA,20,-27,-15,-22,-6,9
2020-03-24,ZM,-2,-9,-7,-4,-5,5
2020-03-24,ZW,13,-18,-13,-11,-8,9
2020-03-25,AE,-18,-61,-48,-35,-51,21
2020-03-25,AF,0,-23,-3,-10,-18,6
2020-03-25,AG,-5,-35,-24,-27,-23,14
2020-03-25,AO,3,-39,-22,-23,-21,14
2020-03-25,AR,-50,-77,-83,-68,-82,28
2020-03-25,AT,-34,-73,-58,-62,-81,27
2020-03-25,AU,2,-50,-32,-23,-31,15
2020-03-25,AW,-19,-60,-56,-53,-57,27
2020-03-25,BA,-41,-67,-42,-55,-73,22
2020-03-25,BB,-6,-42,-25,-33,-30,14
2020-03-25,BD,-28,-40,-19,-38,-55,15
2020-03-25,BE,-29,-70,-19,-65,-76,26
2020-03-25,BF,-15,-37,-13,-20,-27,19
2020-03-25,BG,-33,-63,-53,-49,-63,22
2020-03-25,BH,-8,-33,-43,-20,-33,14
2020-03-25,BJ,3,-9,11,-2,-12,3
2020-03-25,BO,-73,-83,-79,-78,-86,39
2020-03-25,BR,-32,-63,-57,-52,-69,23
2020-03-25,BS,-31,-69,-47,-64,-67,32
2020-03-25,BW,15,-4,2,-8,4,6
2020-03-25,BY,11,-2,18,-3,-2,2
2020-03-25,BZ,-13,-60,-39,-45,-45,18
2020-03-25,CA,-21,-66,0,-59,-53,23
2020-03-25,CH,-19,-59,-20,-49,-70,23
2020-03-25,CI,-10,-25,-15,-18,-25,15
2020-03-25,CL,-36,-57,-61,-44,-63,26
2020-03-25,CM,-11,-17,-15,-14,-19,8
2020-03-25,CO,-64,-80,-75,-75,-83,35
2020-03-25,CR,-36,-57,-57,-39,-54,21
2020-03-25,CV,-27,-63,-42,-36,-44,16
2020-03-25,CZ,-20,-58,-16,-45,-64,21
2020-03-25,DE,-18,-56,10,-43,-59,18
2020-03-25,DK,-18,-59,69,-55,-37,19
2020-03-25,DO,-53,-81,-63,-73,-75,32
2020-03-25,EC,-69,-85,-81,-84,-86,39
2020-03-25,EE,-18,-44,14,-48,-41,19
2020-03-25,EG,-30,-56,-47,-37,-55,17
2020-03-25,ES,-51,-82,-78,-67,-87,30
2020-03-25,FI,-16,-54,46,-47,-43,16
2020-03-25,FJ,-12,-28,-4,-15,-24,13
2020-03-25,FR,-48,-83,-67,-73,-84,32
2020-03-25,GA,-21,-41,-20,-28,-32,15
2020-03-25,GB,-26,-68,-12,-64,-73,26
2020-03-25,GE,-30,-49,-18,-55,-60,18
2020-03-25,GH,-9,-25,-15,-23,-20,13
2020-03-25,GR,-79,-85,-67,-82,-85,33
2020-03-25,GT,-44,-75,-51,-59,-67,31
2020-03-25,HK,-5,-33,-13,-16,-27,15
2020-03-25,HN,-53,-65,-47,-69,-75,27
2020-03-25,HR,-49,-82,-59,-64,-80,27
2020-03-25,HT,-28,-45,-19,-35,-33,11
2020-03-25,HU,-27,-58,-44,-48,-55,22
2020-03-25,ID,-20,-52,-30,-57,-38,21
2020-03-25,IE,-17,-63,13,-55,-60,24
2020-03-25,IL,-15,-56,-47,-57,-64,29
2020-03-25,IN,-64,-73,-53,-72,-77,30
2020-03-25,IQ,-43,-61,-47,-57,-67,21
2020-03-25,IT,-51,-82,-82,-70,-83,34
2020-03-25,JM,-21,-38,-44,-36,-35,18
2020-03-25,JO,-30,-87,-52,-73,-64,25
2020-03-25,JP,8,-11,30,-4,2,2
2020-03-25,KE,-14,-26,-25,-34,-30,18
2020-03-25,KG,-53,-59,-32,-62,-68,22
2020-03-25,KH,-22,-51,-26,-21,-36,12
2020-03-25,KR,0,-14,56,-8,-19,7
2020-03-25,KW,-27,-50,-47,-42,-54,23
2020-03-25,KZ,-23,-30,-14,-54,-38,16
2020-03-25,LA,-12,-29,-7,-16,-30,9
2020-03-25,LB,-39,-81,-49,-66,-67,21
2020-03-25,LK,-82,-77,-48,-79,-85,44
2020-03-25,LT,-26,-55,37,-53,-64,21
2020-03-25,LU,-38,-74,-49,-77,-82,36
2020-03-25,LV,-13,-36,34,-41,-31,14
2020-03-25,LY,-32,-59,-36,-41,-53,19
2020-03-25,MD,-39,-61,-44,-55,-60,20
2020-03-25,MK,-29,-64,-46,-54,-66,22
2020-03-25,ML,-1,-17,2,-6,-8,6
2020-03-25,MM,-4,-13,-4,-11,-20,7
2020-03-25,MN,-5,-22,-24,-9,-21,8
2020-03-25,MT,-38,-60,-66,-55,-71,27
2020-03-25,MU,-94,-92,-87,-91,-95,40
2020-03-25,MX,-17,-44,-36,-36,-37,16
2020-03-25,MY,-42,-77,-56,-67,-76,37
2020-03-25,MZ,-5,-15,-15,-2,-17,6
2020-03-25,NA,14,-25,-16,-15,0,6
2020-03-25,NE,-5,-22,-15,-14,-15,7
2020-03-25,NG,2,-10,-18,-25,-19,12
2020-03-25,NI,-22,-27,-22,-14,-35,10
2020-03-25,NL,-15,-64,26,-51,-45,19
2020-03-25,NO,-12,-58,3,-52,-44,20
2020-03-25,NP,-67,-70,-52,-74,-76,25
2020-03-25,NZ,-2,-63,-55,-52,-43,22
2020-03-25,OM,-28,-61,-43,-33,-51,17
2020-03-25,PA,-54,-77,-71,-72,-82,40
2020-03-25,PE,-60,-85,-74,-76,-82,40
2020-03-25,PG,-14,-43,-11,-17,-22,11
2020-03-25,PH,-51,-81,-47,-72,-76,34
2020-03-25,PK,-52,-57,-38,-62,-68,23
2020-03-25,PL,-30,-62,-41,-44,-58,20
2020-03-25,PR,-39,-73,-61,-60,-69,28
2020-03-25,PT,-42,-75,-59,-63,-74,32
2020-03-25,PY,-53,-76,-65,-61,-72,33
2020-03-25,QA,-22,-50,-41,-30,-50,21
2020-03-25,RO,-48,-67,-57,-53,-71,22
2020-03-25,RW,-57,-72,-12,-64,-57,28
2020-03-25,SA,-19,-73,-52,-44,-54,22
2020-03-25,SE,0,-36,27,-28,-19,11
2020-03-25,SG,0,-25,-13,-15,-16,14
2020-03-25,SI,-46,-70,-63,-58,-79,28
2020-03-25,SK,-27,-65,-35,-51,-70,23
2020-03-25,SN,-28,-47,-25,-34,-42,18
2020-03-25,SV,-52,-70,-67,-68,-77,34
2020-03-25,TG,-15,-31,-10,-19,-28,17
2020-03-25,TH,-9,-42,-35,-24,-36,12
2020-03-25,TJ,-13,-24,-16,-24,-19,4
2020-03-25,TR,-21,-55,-37,-43,-58,19
2020-03-25,TT,-6,-54,-34,-37,-36,18
2020-03-25,TW,2,-17,-1,12,-14,2
2020-03-25,TZ,1,-4,-5,-13,-9,4
2020-03-25,UG,-17,-33,-12,-21,-30,12
2020-03-25,US,-15,-47,-6,-46,-40,19
2020-03-25,US_AK,-14,-42,8,-42,-40,18
2020-03-25,US_AL,-4,-16,35,-36,-28,13
2020-03-25,US_AR,-5,-18,111,-35,-25,12
2020-03-25,US_AZ,-11,-32,-7,-41,-33,15
2020-03-25,US_CA,-18,-53,-30,-51,-42,22
2020-03-25,US_CO,-9,-50,30,-50,-37,19
2020-03-25,US_CT,-19,-50,-14,-49,-46,22
2020-03-25,US_DE,-28,-49,-36,-46,-47,21
2020-03-25,US_FL,-13,-49,-33,-41,-38,17
2020-03-25,US_GA,-8,-40,18,-42,-33,17
2020-03-25,US_HI,-31,-57,-66,-46,-51,23
2020-03-25,US_IA,-4,-15,48,-36,-39,16
2020-03-25,US_ID,6,-20,11,-38,-28,14
2020-03-25,US_IL,-13,-50,24,-50,-44,21
2020-03-25,US_IN,-20,-23,59,-45,-45,19
2020-03-25,US_KS,-5,-13,113,-39,-35,15
2020-03-25,US_KY,-5,-24,70,-40,-33,15
2020-03-25,US_LA,-13,-35,-7,-43,-39,17
2020-03-25,US_MA,-24,-70,-15,-57,-52,26
2020-03-25,US_MD,-24,-57,-35,-52,-43,24
2020-03-25,US_ME,-10,-42,16,-41,-40,17
2020-03-25,US_MI,-22,-47,61,-58,-54,24
2020-03-25,US_MN,-8,-53,-5,-43,-37,20
2020-03-25,US_MO,-7,-25,49,-41,-33,14
2020-03-25,US_MS,-5,-14,26,-34,-24,13
2020-03-25,US_MT,-8,-25,9,-36,-37,14
2020-03-25,US_NC,-1,-39,5,-36,-29,15
2020-03-25,US_ND,-9,-22,3,-31,-39,16
2020-03-25,US_NE,-5,-13,74,-34,-30,15
2020-03-25,US_NH,-8,-36,1,-43,-38,20
2020-03-25,US_NJ,-26,-64,-24,-57,-51,27
2020-03-25,US_NM,-12,-23,-7,-45,-41,18
2020-03-25,US_NV,-15,-51,-42,-51,-41,20
2020-03-25,US_NY,-23,-66,-35,-57,-56,26
2020-03-25,US_OH,-18,-27,101,-48,-43,19
2020-03-25,US_OK,4,-10,71,-35,-22,12
2020-03-25,US_OR,-17,-43,3,-48,-45,18
2020-03-25,US_PA,-22,-54,-22,-52,-48,22
2020-03-25,US_RI,-18,-58,9,-46,-43,20
2020-03-25,US_SC,-5,-22,-2,-34,-30,14
2020-03-25,US_SD,-4,-23,-9,-30,-35,16
2020-03-25,US_TN,-6,-26,36,-38,-33,15
2020-03-25,US_TX,-13,-37,-6,-44,-39,20
2020-03-25,US_UT,-5,-41,1,-43,-34,18
2020-03-25,US_VA,-16,-49,-22,-46,-39,21
2020-03-25,US_VT,-12,-43,-11,-47,-41,20
2020-03-25,US_WA,-17,-54,5,-52,-44,21
2020-03-25,US_WI,-25,-37,41,-44,-52,20
2020-03-25,US_WV,-25,-27,-11,-42,-46,16
2020-03-25,US_WY,-6,-12,1,-35,-35,14
2020-03-25,UY,-38,-57,-71,-40,-63,20
2020-03-25,VE,-40,-65,-53,-59,-64,24
2020-03-25,VN,-17,-32,-21,3,-29,8
2020-03-25,YE,-7,-24,-7,-9,-14,4
2020-03-25,ZA,36,-20,-13,-25,9,7
2020-03-25,ZM,1,-10,-8,-6,-5,5
